x,y,grad_x,grad_y
2.859540227658557754e+00,3.446287191445046361e+00,4.510930986778992051e+69,6.570455753464277206e+69
-1.037447124461311931e+00,-1.346838124749883736e+00,-9.345437450970119244e+03,-1.019841697775958551e+03
1.158759844725283816e+00,7.160738467439524690e-01,3.825737394611106623e+00,8.866230715197279011e+00
3.484543914517877816e+00,2.864913939822280042e+00,2.311750091504193501e+63,4.716295111686739744e+63
3.746048468157389344e+00,2.252398189368780557e+00,4.239665479864992572e+47,1.216095783236423688e+48
2.945670699487978439e+00,9.788973117238137789e-01,1.211416114125743334e+05,1.376156319048364181e+06
-7.194461219042742606e-01,1.125965703974550536e+00,2.162586050297383977e+01,-1.681860505757815361e+01
2.870176347601081979e+00,3.107513736626989598e+00,6.066466263721068488e+60,9.993629916214517739e+60
7.970439510258051641e-01,2.791644166115751169e+00,3.768186680207167464e+24,3.777602116515444365e+24
1.516261662721093639e+00,1.764397884344199863e+00,9.645367933481182000e+15,2.497716530802418000e+16
8.511322998312111920e-01,-8.609801787937645390e-01,-3.514460316781226751e-03,-2.032652172837559057e-01
3.179064188466572460e+00,3.523369248214604177e+00,5.731624243668215715e+77,8.684895199754104560e+77
9.786081180396282164e-01,2.523789406271042424e+00,1.323339631200437273e+23,1.642752643550802535e+23
1.612923500591817216e+00,1.589205322506044293e+00,3.042502342611315234e+13,9.743552096033934375e+13
-3.533762110002287571e-01,1.932423776165892004e+00,4.657465775427506887e+05,3.442354312801168417e+05
6.095330446039017858e-01,3.352749626944813599e+00,7.762116711760908223e+28,5.672401548412274990e+28
-9.204766662367647179e-01,-9.317860140501121879e-01,-5.917328130740624204e+01,-3.100399998482931352e+00
-9.339741705901545288e-01,1.525524893774652391e+00,-1.594551661617391147e+00,2.779976695268565123e+01
3.355466388180940562e+00,7.924940148392183303e-01,3.496665775968738288e+00,7.616843812656978230e+01
3.919277423350026268e+00,1.941404829226116568e+00,1.963834478129638736e+39,7.021017738095261214e+39
-1.949856574170094170e+00,1.710804392291645382e+00,1.487292018309087837e-03,-2.116150754149073721e-03
2.298412620854470845e+00,2.683163334575586312e+00,9.693680429281855039e+41,1.682387423176313667e+42
3.036451899870658444e+00,-5.963396610638431738e-01,3.676324222798205144e-02,-1.076548110261021929e-01
2.056124578629845878e+00,3.259492725237708832e+00,1.358950464329321367e+51,1.744665936201000132e+51
-1.552149060642194156e+00,-7.482244763279843891e-01,-8.268926647588833570e+08,-3.286497332683939934e+08
2.338536858713291089e+00,1.854117315186056381e+00,4.025565584959875024e+23,1.180427319886519223e+24
-1.175625217086822216e+00,-9.235976260899247947e-02,-1.045317822887641796e+03,-2.627960376105730234e+02
3.490586407616037334e+00,2.806705023562270362e-01,9.190683596563084534e-02,1.031850437026074624e-01
1.679889563037181066e+00,3.213883789976450522e+00,1.166705098971592099e+44,1.366764119098113446e+44
3.267396922842255691e+00,3.888879606015374080e+00,1.786457087456573517e+90,2.465708110214375210e+90
3.828095501402950518e+00,1.143538983213074900e-01,3.336709068886938023e-02,1.348140801773393092e-02
1.103630254503524810e-01,9.357530697457558944e-01,1.107551871720552583e+00,3.311869847485216667e+01
1.578228792437900374e+00,-1.890566309681154689e+00,4.968470000450484594e-15,-1.624481886055431892e-13
1.289619583000498615e-01,2.977330165678239382e+00,6.154999351932482560e+17,3.881821900112877440e+17
1.408247349216523503e+00,-1.787321716634185709e+00,1.849191538905152667e-13,-8.095827691758195461e-12
1.625832025370894662e+00,-3.192750751509079166e-01,6.108219146786922238e+00,-3.116157447641223044e+01
-7.902681022411484069e-01,-1.595450403946574447e-01,-4.126128744411738936e+00,-2.761684760898925894e+00
1.852625551603943599e+00,6.519755045595232446e-02,1.598011370011659693e+01,1.165693102487144195e+01
2.045221586209366116e+00,2.553111347990972391e+00,9.532863912063041598e+35,1.655201041248920349e+36
-1.576380056134724761e+00,1.112172218663407097e+00,-2.720073231168315786e+00,-3.604179208463134998e+00
1.147394789455656650e+00,-1.761045905538201062e+00,1.960683187140165381e-13,-2.342588300338239813e-11
1.516286732996266373e+00,6.846286572646889113e-01,2.308711406954141232e+00,4.601811943780598213e+00
1.196952833614868705e+00,-1.289367848865698107e+00,4.566282163757662291e-07,-2.989353641657040652e-05
1.318551732148939060e+00,-1.759822045775882637e+00,4.084926505807431660e-13,-2.256695849075791884e-11
2.829512282981485605e-01,1.247478621419721989e+00,3.195239175483365216e+03,1.136318884338281714e+04
-2.511487019217548688e-01,3.335437770421130210e+00,9.015803026318241250e+14,3.623912791800643750e+14
-8.443454247231036991e-01,-4.002530001854021080e-01,-5.255916065209684795e+00,-1.015803588944495406e+00
2.079998703024582341e+00,3.034303441465309170e-01,5.732366769848216137e+00,1.470279012481318759e+01
1.210656386437412024e-01,-1.441662530968434774e+00,-1.528186568248458552e-08,-2.506589548770371439e-07
-1.812182901051493600e+00,3.337063217670303672e+00,1.593471897533012472e-09,-4.186220752095780344e-10
-1.121568299883086706e+00,3.540404792127846534e+00,5.125313328129840329e+01,2.341420632942694091e+00
-9.924323346051764361e-01,3.304470093970507172e+00,2.773075226210370602e+03,2.678447816137976929e+02
-1.075268331583240977e+00,6.904953676354930181e-01,-8.874768426647754893e+00,-1.486951352349496602e+01
3.882722105923663847e-01,-1.053945669867807133e+00,-2.523193702080480088e-04,-4.347222313601028371e-03
3.977557535222302931e+00,3.285825661902430639e+00,1.076498580105653156e+85,2.031705394025789595e+85
3.432639257645535125e+00,1.501571424488853168e+00,7.027921608094404051e+21,3.439503710727324670e+22
1.105303879612098861e+00,-4.698666368587922637e-01,4.585470060394609138e-01,-2.044120279780573668e+01
1.005161316280834161e+00,-1.082032255943304211e+00,1.698796190255085337e-06,-3.561196507529926919e-03
2.743338843344702127e+00,1.015023802893751714e+00,3.468243423221952398e+05,3.564105060027563944e+06
4.753032692403209580e-01,-5.173893811623555550e-01,-1.095815713568278671e+00,-1.081312479387117875e+01
6.378163770611289252e-01,1.655290621281521268e+00,1.574953354566079378e+09,3.311016187914211750e+09
1.707069179449250740e+00,8.651680449950087670e-01,2.399000700231435523e+00,4.463832344892512793e+01
3.389001816012635615e+00,-1.613504612479884637e+00,1.567489314677853891e-12,-1.058664427247484524e-11
1.747111719566604826e+00,-1.182052720937869505e-01,1.490750893259942345e+01,-2.365680408453665962e+01
-1.956657645130538414e+00,3.569628262247855233e+00,1.042730345782244165e-12,-3.013521605911134320e-13
2.168038003325649221e+00,2.222511574413582380e+00,1.858242549776624051e+30,4.017277103256448224e+30
1.207004547406245187e+00,1.982283171680203182e+00,2.107797006938853120e+17,4.077489827455514240e+17
-1.911435973843849556e+00,2.988741678148402414e+00,1.899275871598809520e-09,-7.241430729232922361e-10
3.594177562251712921e+00,3.589765360424362228e+00,6.236166615996991930e+87,9.990676616785731912e+87
-1.225965152250831691e+00,-5.151558997814913443e-01,-3.036893186222961594e+04,-7.262556242468001074e+03
1.355309838406292933e+00,1.183227100641195406e-01,1.189637730340660582e+01,3.343242078392863448e+01
3.168798792140606224e+00,-1.992740805449183750e+00,4.462625243450701933e-18,-4.100359818659681704e-17
2.586133856992264057e+00,8.692498968186574970e-01,3.328624701972285038e+01,5.829797267725252823e+02
-7.284354481817074678e-01,-8.908049980661785217e-01,-2.451739332070896338e-01,6.004541213161293696e-03
2.177960157476461767e+00,-1.521792699485829514e+00,1.030257962081157602e-09,-1.330977991949859990e-08
-2.780274298699085822e-01,-1.563713343835192227e+00,-7.292096936315193776e-09,-1.570595073862345847e-09
2.169835574508443443e+00,-8.641045921663617069e-01,6.808798554285382804e-03,-5.029350968932075339e-02
9.025223371111201764e-01,-6.557674675902267492e-01,-5.237607836722599219e-02,-3.524539564908863554e+00
4.782449045998080628e-01,-1.173142900809448053e+00,-1.675944018102586581e-05,-3.768287902403825757e-04
1.402516383615750151e+00,-6.885485805893025724e-01,1.195372916888563786e-01,-2.044792138931577075e+00
9.443946395950915118e-01,9.030170688603789131e-03,-1.520561622603337160e+00,-1.505895895981490540e-02
8.066635843501179792e-01,-1.951675727807536731e+00,-2.136474382748330341e-16,-2.156709683252171410e-14
-1.567683931232824124e+00,1.878343920085955965e+00,2.168698175043955526e-02,-1.247370752025927024e-02
2.546362678546596925e+00,3.866061525669833188e+00,2.458498742108468746e+74,2.932815739391097239e+74
3.926273468856697590e+00,-1.640491301499141352e+00,4.588746983504208669e-14,-2.572486676769585582e-13
1.277141523387276933e+00,1.751652885806774584e+00,1.716696689701783750e+14,4.179270930645212500e+14
2.074115645344098979e+00,2.655985287695798114e+00,3.236689681715566982e+38,5.378661754213591803e+38
-1.355061847442145417e+00,-1.379698443287611376e-01,-3.054482565947053081e+04,-1.203154818999188501e+04
-4.303251053050685115e-01,3.824759383572338578e+00,6.586150714211562500e+14,1.907053695132913750e+14
1.677139635188905409e+00,5.880743665669512232e-01,2.402566856474663393e+00,5.661289799303610870e+00
3.888935465483241316e+00,-1.325655418060340374e+00,6.398396866207409633e-10,-2.936053634272111015e-09
3.824160807375815097e+00,2.710967902528814477e+00,2.640716301729371065e+63,6.089578680450375975e+63
8.169342172456932616e-01,1.575330807943463363e+00,1.374942209374025106e+09,3.452774100226273537e+09
-1.849979358754314518e+00,3.911776972528991259e+00,3.010358261929071212e-12,-6.145324845753786752e-13
3.295122006703626205e+00,1.637810646395389647e+00,8.845979948666737022e+24,3.708633339281207048e+25
-2.471674281360825010e-01,-6.977364093447639970e-01,-8.094579835960248604e-02,-4.529626327645427941e-01
-4.794928670375269153e-01,-1.923923113384813810e+00,-3.783058953620218603e-06,3.257748614520809550e-07
8.567933211282134920e-01,-1.840013903328693967e+00,-1.110249286035150277e-14,-1.426521543269678015e-12
-1.887299818924474515e+00,-2.891325170033112180e-01,-4.848167297689931870e+09,-3.560709110823898792e+09
-1.424537471717265857e+00,3.291450678729669121e+00,1.043517464989227343e-03,-9.762583608220046292e-05
-1.425737665411120680e+00,3.476287301606140190e+00,6.171758777556558915e-04,-4.929640228629474075e-05
-5.309087548461599582e-01,2.415304896256262879e-01,-7.509480394496708122e+00,-1.475834461471117365e+01
-5.560373429469158690e-01,5.158249585031415840e-01,-8.496347668614918192e+00,3.395017961026551401e+00
-5.182010731553665650e-03,-8.268640315919526529e-01,-1.571116246370669531e-02,-1.292461927628308638e-01
3.426571284249403604e+00,2.323941862300411998e+00,1.818124897527154973e+46,4.762406335250418295e+46
-7.742118812819793749e-01,-7.747366936882082999e-01,-9.168889192006054456e-01,-1.741011948756490679e-03
2.908424475882807059e-01,1.856567832328306800e+00,1.882175031087463856e+09,2.640677265170878887e+09
3.752539830708546020e+00,2.752197481163252135e+00,5.516770677828190723e+63,1.235143151290980206e+64
-1.188361099083263595e+00,2.482482575944273684e+00,2.386743939336208875e+00,-8.144083627091097677e-02
3.947855565158326030e+00,1.181476640308559478e+00,2.900526756248876250e+14,2.238619972538090250e+15
-7.404442560197563861e-01,2.999609613310836309e-01,-8.335077085722625512e+00,-1.302587661816798281e+01
1.226299724482084574e+00,-7.597867936511328857e-01,2.675695934192349329e-02,-8.983314587081069336e-01
-9.017834901864847374e-01,2.813889281433867851e-01,-1.320465751983551250e+01,-1.125434182092087809e+01
1.033903465019998080e+00,-1.393297663075398374e+00,5.022733927534130356e-09,-2.064143261274121014e-06
-4.420375841712922416e-01,-1.945632586754421522e+00,-6.906510038293637796e-07,6.755686416074253795e-08
2.453413838646657297e+00,-5.625008450385802217e-01,2.971006956914868935e-01,-1.149841069568864560e+00
2.296586683976364895e-02,-6.286918413448070453e-01,-2.889536785668909702e-01,-1.859999693833806367e+00
1.835407423254267201e-01,-1.094991727070808718e-01,-1.478725177720320971e+01,-2.281870356098188779e+01
8.748833929212729288e-01,3.729364185669530762e+00,3.050537840806253116e+38,2.236814214972050322e+38
-1.645031510475216896e+00,1.053262957534428779e-02,-9.017871081742206588e+05,-6.334978946218637284e+05
2.371089231339436054e+00,-7.414036883780177334e-01,3.431426849240548638e-02,-1.855511940657037784e-01
1.812357008002632774e+00,9.635824137060922112e-02,1.557289675722636169e+01,1.756329752231651753e+01
2.984926274753972208e+00,1.424687656314763018e+00,1.446890467642815680e+17,7.309816534973704960e+17
1.827770697851110349e+00,3.605711162035238004e+00,2.021062049970387968e+54,2.162859965816611257e+54
3.483343714616487397e+00,-9.931916840309729100e-01,1.083414505633053356e-05,-4.333021931575740211e-05
-4.259418196463173878e-01,2.481208778045812302e+00,6.992075352248333395e+07,3.245065269314120337e+07
2.313821983075417421e+00,2.791609854002950364e+00,4.628237793233033344e+44,7.668654639578956309e+44
-1.951128919165886710e+00,5.876486881091373959e-01,-8.588317690745872824e+03,-1.695427541982157709e+04
9.936059250029263268e-01,-1.210969887895121389e+00,-1.094236591448939008e-07,-2.072395239257385268e-04
2.854337021074458747e+00,8.483220204454520186e-01,2.428445188879692651e+01,4.481103555469820208e+02
1.894865550928752640e+00,-1.514091974876000890e+00,1.778079874694983650e-09,-3.008470339203620531e-08
-1.895575242744140798e+00,4.197703594466695165e-02,-3.033800435204788297e+07,-2.868890828153052926e+07
-1.634132642982466743e+00,-6.273164006212184063e-02,-1.810860379815497203e+06,-1.183637672207633033e+06
1.500256569385988392e+00,-4.996315121988936792e-01,1.283749066707827735e+00,-1.282097009025729406e+01
1.134255913107349301e+00,1.436559772372471677e+00,4.654305649346661568e+08,1.592294206021411419e+09
1.152872281273249921e+00,-9.425025901090058333e-01,8.286211477255273202e-04,-5.108665608846646444e-02
-6.905649764466275098e-01,1.826515316646997622e+00,1.518359876196163214e+03,7.169477994789781405e+02
-1.486127934070636591e+00,2.707024946710292923e+00,1.332122988322708649e-03,-2.619951853443991180e-04
-1.849056444730411641e+00,3.971227459375114677e+00,1.915050221290173846e-12,-3.786034439284072083e-13
3.118991688528991446e+00,1.068621146773863106e+00,1.020624449053050578e+08,9.293420092481673956e+08
2.665347782897935502e-01,-6.609207847268172564e-01,-2.171294026112736419e-01,-1.956905067890528871e+00
5.297364999365949956e-01,3.869262634969061310e+00,4.349209780319478891e+33,2.595536261313246347e+33
-1.100135133461765724e+00,2.209081020225172942e+00,1.229440236882769533e+01,1.395012528765708637e-01
2.030172749958022216e+00,-7.821199966583101126e-01,3.143713929128572754e-02,-2.386746202527330885e-01
-1.402923121744598767e+00,2.024624312293086703e+00,1.047108751305386720e-01,-3.172452904257688777e-02
-1.680213524114362311e+00,-1.454362328899125423e+00,-3.989616443137385000e+14,-1.440796425005176562e+14
-7.642974913027442696e-01,-6.602311593888974262e-01,-7.851910930876917494e-01,-1.137056966055779439e-01
2.980371781291820454e+00,3.235567869255750573e+00,1.180314636119317487e+66,1.896523189493691279e+66
2.542049923465363293e+00,7.489334580434547917e-01,8.330996396341729116e-02,1.011829298874521665e+00
7.631692289876097490e-01,-1.884751862853424553e+00,-3.347660520751616370e-15,-2.664142577502017554e-13
3.405369004035233793e+00,1.988299525872490481e+00,1.141922796573720993e+36,3.669913348705557248e+36
3.817275378636061589e+00,-1.458827519804068551e+00,2.303127156535616132e-11,-1.192593845472021962e-10
2.078099391541614160e+00,-1.213261220010296570e+00,5.458988523773826150e-06,-6.143384456228612016e-05
-1.214739641027254624e+00,-1.800258309670238255e+00,-1.311100459936021268e+08,-2.213278570315598696e+07
-1.431310077855725948e+00,-4.154011345457386817e-02,-5.001727020516407356e+04,-2.443796830612716440e+04
1.100527372046806729e+00,-1.141883944172474408e+00,8.653562581773081185e-06,-9.829513317771440897e-04
-6.801727724665183050e-01,-1.425875097179159834e+00,-3.144310476732806864e-02,1.225801051660284011e-03
3.849710524776657650e+00,3.518624082794347352e+00,2.983275167269292521e+90,5.105337511815498987e+90
-1.493957644426858966e+00,2.377305352487144141e+00,4.958052196109837689e-03,-1.360758389175405116e-03
1.858760871960559946e+00,3.136396948470355106e+00,2.463067180841174181e+45,3.134321967836241477e+45
3.831169380927514467e+00,8.604954050528856868e-01,3.601333131905939808e+03,5.572095680510435341e+04
1.312400463744958667e+00,-4.050941860773458192e-01,2.197661708082590870e+00,-2.848951519506262287e+01
-1.593663855564374288e+00,3.644408623024977700e+00,5.907773312508339376e-07,-7.914736426517894794e-08
-1.034299137386315293e+00,1.480354558104439278e+00,-1.016510506892943511e+01,1.695294772273086892e+01
3.669254273618056672e+00,5.859074321131805263e-01,2.872495518419488844e-03,6.240357845649510682e-03
-1.760718439276462766e+00,1.451444281063298369e+00,6.858189914687375099e-02,-1.467685216349826072e-01
5.817889150519057750e-01,7.172740159756800793e-01,5.068893532042954675e+00,2.098499593631323989e+01
-1.538500139225093655e+00,2.924468700333640925e+00,1.224626373829878817e-04,-2.344977178306783226e-05
3.568317670036427636e+00,-3.536861754918079193e-01,4.015289897514285472e-02,-5.529519580280843616e-02
-6.555169577388386681e-01,3.409179941330988228e+00,8.847848777770181894e+08,2.063395480288172364e+08
4.115610974055856630e-01,1.241223798755532570e+00,5.827179871898611964e+03,2.240577084147859568e+04
-4.242545855278854194e-01,3.727698715910561233e-01,-7.968397446711144028e+00,-1.313068608358396361e+01
1.513053938227714390e+00,-7.171474118581175894e-01,9.211559436562163916e-02,-1.287586185140895179e+00
-1.821105149064152773e-01,-1.082992976410040109e+00,-9.422598584322520998e-05,-8.631433473703112530e-04
-5.072293170423043396e-01,5.621264152930649516e-02,-7.160076460004007437e+00,-7.309833452515006158e+00
2.595199732346727295e+00,2.336966687953086819e+00,2.296050443798217442e+37,5.106830478347871960e+37
-9.952845553475138107e-01,-1.029789317929683312e+00,-7.074783061804863564e+02,-6.440190258412532387e+01
6.118647189597705705e-01,3.126458144837535258e+00,1.594424148670917314e+26,1.267706941300933884e+26
1.139825797036500887e+00,-6.305032106848496021e-02,5.532082796980508199e+00,-2.505772291282699626e+01
1.343723452221760706e+00,2.284322355886510891e+00,2.039654910514496558e+23,3.343078543519696195e+23
8.407541105246609803e-01,2.627603650689282588e+00,9.121194997440115743e+22,1.010081167284099246e+23
1.809138323794460490e+00,5.394255752798780001e-01,2.266232944987305764e+00,6.402926032522421984e+00
-2.849850669557179028e-01,2.947872605978584026e+00,1.092104252860777100e+12,4.861577551539875488e+11
3.833682120148127481e+00,7.687365969098882701e-01,3.399561423269033433e+00,7.439743350375407260e+01
2.652524791174410979e-01,1.266062613846601792e+00,4.344270772432639205e+03,1.458756880896762050e+04
3.129388756818757500e+00,-1.952508586833033188e+00,2.538229296821411601e-17,-2.327388308745564676e-16
3.091371302625748996e+00,2.657508327053769825e+00,5.796205455037413093e+51,1.206799668124256049e+52
3.818246773933592131e+00,-9.575315251688443219e-01,4.175874935218285828e-06,-1.418801197651530835e-05
-1.698942354556632450e+00,-3.716703312157061401e-01,-2.989491569799073339e+08,-1.720506741879537106e+08
1.703397357559727432e+00,1.878194186245547570e-01,1.276171076283865879e+01,3.089581027854798734e+01
-6.121824528093837703e-01,1.898428969714744952e+00,7.631179087442214040e+03,3.883134954831114555e+03
-9.488405935530555002e-01,2.401677273079773300e+00,3.677230979868346026e+02,4.758522613290487868e+01
-1.404328614442283962e+00,3.967538161790215234e+00,5.364033893385843424e-04,-2.331744511290196123e-05
1.384406251795774700e+00,2.321847097049093200e+00,2.151749974792807524e+24,3.494005251094109456e+24
2.689459371423590817e+00,-1.831651463355914000e+00,1.046797533456127126e-14,-1.134900469594098772e-13
3.765171409459133756e-02,3.168275734526333487e+00,1.320534798472009216e+18,7.229165177301039360e+17
-1.130789011377954179e+00,3.253121630996469449e-01,-8.310708926610604408e+01,-3.418814170853576684e+01
-1.196400087376900290e+00,-3.932051479929030702e-01,-7.694899482823868311e+03,-1.779777571089347703e+03
-1.490056936493691975e+00,1.794157764829886759e+00,7.948195725020303082e-02,-4.029362035202056075e-02
-1.556573134590939489e-01,3.387007422869746875e+00,6.645649939777539200e+16,2.876038642410003200e+16
-7.292888318766665989e-02,-1.925855359979527393e+00,-1.008209182669796789e-13,3.963039641766737486e-15
-8.825016611822622536e-01,-1.704014867962132751e+00,-8.703251969206846184e+01,-4.358863947432283226e+00
2.887620258609004509e+00,-1.046619784278978837e+00,3.742979224076518853e-05,-2.075351802454165309e-04
-1.322670399024501231e+00,-1.171161164179487235e+00,-5.289050894010413438e+07,-1.262177539140608162e+07
1.582933578944947683e+00,-1.581859531643197814e+00,2.253401879728059456e-10,-6.114873748318338459e-09
7.273888811244813013e-01,2.546669539459651688e+00,4.203053944890557071e+20,4.606287548863580733e+20
3.374374333387448743e+00,5.187027130391674845e-01,2.371026854112748272e-02,5.017361592615138255e-02
3.167649773595786478e+00,2.541504607957361550e+00,3.105783038632841598e+49,6.936420077629780834e+49
3.491289400488178707e+00,1.101653345354431934e+00,1.508447960633933258e+10,1.303506511603743744e+11
2.925303457116479322e+00,5.516144507575333478e-01,1.011542006505948138e-01,2.604062943552620801e-01
1.797414194204556281e+00,1.503299952569148168e+00,7.301515781409726562e+12,2.716976583288933984e+13
2.754433493494899743e+00,-1.208973035245112904e+00,1.451127938344611843e-06,-9.999664016663020193e-06
-1.134673028155105179e+00,2.131649684405440226e+00,6.337093883125881177e+00,-1.478399327554345832e-01
-2.325688627120514607e-01,-8.797219218679903641e-01,-4.699564315284010529e-03,-3.354128501280252000e-02
-6.022815856973500193e-01,1.608746333648967131e+00,7.619559025855031678e+02,5.924063276632922452e+02
-1.949697023163934562e+00,3.096065045368418645e+00,1.981012422629604058e-10,-7.441421146599157690e-11
8.350566184285410642e-01,-1.048044374715892069e+00,-1.089683625152005611e-04,-6.923837663127669489e-03
1.517164725854184937e+00,3.507097518996240559e-01,7.057715379898986008e+00,2.899084759950653378e+01
3.884419598979621746e+00,-1.282401715044989787e+00,2.025974828689933260e-09,-9.007405149664470858e-09
1.015153806782731927e+00,3.487201595508664376e-01,5.942164646652864590e+00,3.274683439484999070e+01
3.733705556411188731e+00,2.415722383646884630e+00,5.008323265729275596e+52,1.311937550926625798e+53
-8.343969268389941352e-01,-1.343857991312872091e+00,-7.398019648052761355e+00,-1.688957678869239809e-01
3.096238569050223433e+00,3.978434897659859359e+00,1.428287665444425914e+89,1.859005242472811307e+89
2.575546883845357904e+00,1.629077522293172819e+00,9.895879592986003046e+19,3.735395229657946522e+20
1.680597840027102663e-01,1.456992615963478954e+00,1.149891059093837102e+05,2.459460047847734822e+05
-1.975709756229510283e+00,-1.222891065668726185e+00,-4.337305739756465920e+17,-2.217764174554149760e+17
-1.168179875894757469e+00,3.934134413265404362e+00,1.692562520963139150e+01,6.128539397170105207e-01
-1.885292859695714807e+00,-8.179939574694736759e-01,-2.284478577919649219e+13,-1.268038836166616211e+13
3.493229320112803293e+00,-1.207448779456719912e+00,9.277767920145581373e-08,-4.493140466854996918e-07
-6.561575879755723317e-01,-7.266747090412504217e-01,-6.699237491780196674e-02,-9.041679082283074487e-02
-1.575484070127082026e+00,2.665972633213081089e+00,1.813094263139634281e-04,-4.723100572209187003e-05
-1.357261836853437931e+00,9.796839021086629629e-01,-1.995842359426285384e+01,5.460958848527006637e-01
-1.342377354413508472e+00,3.139934408288127976e+00,2.142595834071614816e-02,-1.449927037794886521e-03
2.234766733699991903e+00,2.704404780899689165e+00,4.315456864082136350e+41,7.299940337693586571e+41
3.796946936645404058e+00,1.458118092892437545e-01,3.623291174322289948e-02,1.887185629356625399e-02
2.316794547701811702e+00,2.517881754952270512e+00,2.855638937862458720e+38,5.404321400357020157e+38
3.864794352765871466e+00,-4.282850288428758923e-01,4.991841460869778438e-03,-7.462777027960258540e-03
-6.036674140261786281e-01,-9.366051445346474935e-01,-7.346434420304220891e-03,-3.688379816769173005e-03
-1.098598078031027381e+00,-1.853182721466950511e-02,-2.184436291958527931e+02,-4.325137130477379799e+01
-9.768910628169844568e-01,-4.346936650873021168e-01,-8.307727020108222860e+01,-6.946003512789779677e+00
-8.862983178694538999e-01,2.560376306914123212e+00,2.807003459765905973e+03,4.633775995087346473e+02
6.394886303540570083e-01,6.091754460889919898e-02,-1.096577368013824838e+01,1.213216325506084203e+01
1.952076988937590407e+00,3.245507798907109276e+00,1.316712999158541313e+49,1.651304262009205141e+49
-1.244350737825143938e-01,1.502653647683437566e+00,1.979266242399927069e+04,3.116351055020956483e+04
7.144144419803710733e-01,1.033914297130589688e+00,8.224367241418100605e+01,7.277461641879093577e+02
1.317474235535949667e+00,2.448073623828955547e+00,5.072115265526719666e+25,7.474300582011114629e+25
-1.114122502096642986e+00,6.703487095085991498e-01,-1.430449042019889383e+01,-1.712511163112382562e+01
3.458099166700643323e-01,-6.678099519059028655e-01,-1.972701816961749399e-01,-2.014094723574528789e+00
3.556385069105074237e+00,1.244407286548367075e+00,5.782436676533473750e+14,3.954024748747588000e+15
1.839897188437690456e+00,3.983992434716585151e+00,1.687987087141157345e+62,1.620112047815219663e+62
1.010488459371878367e+00,5.187062791146681562e-01,7.282589208854260754e+00,1.541798860615332600e+01
3.221509797214984872e+00,3.017318323723578111e+00,7.361545972699322168e+63,1.346267323830988235e+64
2.639632731536080357e+00,-1.091290338165588958e+00,3.000370233661396038e-05,-1.996956378578932723e-04
-1.906937029407460571e+00,2.802019031535812665e+00,1.505446246239862974e-08,-6.475862872512765605e-09
2.963515936710848564e+00,-4.070891351525585122e-01,3.169577967585620049e-01,-6.571403052182925864e-01
-1.670279080490888024e+00,1.448902150718692994e+00,8.567617557565036790e-02,-1.893664456131620988e-01
2.116500179805261617e+00,-3.983418196599115557e-01,2.626890537869891684e+00,-9.372248350789444515e+00
2.017616042045240476e+00,-8.302797420717253907e-01,1.465690375385852486e-02,-1.195866368253369200e-01
-1.526214376696973796e+00,-6.203588748333566105e-01,-1.027274574872840643e+08,-4.168532830872431397e+07
3.752970201663982763e+00,3.875216067845289381e+00,1.900613886331200352e+100,2.875593891225688802e+100
-1.887868431698402905e-01,2.952774167739828926e+00,2.179110058410805078e+13,1.067241041284942773e+13
2.075568368677458864e+00,2.290173227355709606e+00,6.040200743336769874e+30,1.223945382994312716e+31
-9.327857532803236484e-01,3.099552082125780927e+00,8.637475954404701042e+03,1.079455883993868838e+03
7.022913909490440254e-01,3.310737866576003441e+00,7.477980271121516436e+29,5.807564842709541438e+29
5.121813613394543552e-01,2.776350869333043647e+00,6.139724630483137987e+20,5.372810709206073999e+20
-1.569528740761503505e+00,2.961919265545934543e+00,4.194601305855924007e-05,-8.491688084162399004e-06
-3.585296302432725568e-01,-1.023967249555187475e+00,-2.434856770940854070e-04,-1.807173028823735959e-03
9.443977708479351918e-01,1.393907400314259970e+00,1.986719955210983008e+07,6.840668844360630214e+07
3.385377361559553933e-01,-1.300426960865555204e+00,-7.729448885384817487e-07,-1.519600845526967383e-05
2.715028388127755932e-01,2.923878566585046634e+00,1.639635989009242522e+19,1.164826128936880538e+19
8.975345282802003055e-01,5.694323575364563794e-01,7.484647098313685909e+00,1.472071227929529513e+01
2.219908444226931010e+00,3.121088214559981644e-01,4.385215908484508596e+00,1.045037345363908798e+01
9.351221273249614718e-01,3.705422260630069076e-01,5.942259177484150001e+00,2.825905346817453534e+01
1.026931547551308554e+00,-1.074989905385078659e+00,1.031074473202422628e-05,-4.115553248226599091e-03
2.905703138298513899e+00,2.341111416798167255e+00,7.775424059383833952e+40,1.837532123685890020e+41
-4.375854887335437482e-01,2.773607543485971050e+00,1.459898241593115807e+09,5.819697457341753244e+08
2.615850627598100608e+00,1.796275162231812050e+00,2.140606970060817134e+24,6.967295371916405826e+24
2.159605321966262537e-02,1.445418222936716290e-01,-1.207093225399559699e+01,-2.072589048295164105e+00
2.024711510931416214e-01,2.985651403319561581e+00,7.354877549259186176e+18,4.865425541003805696e+18
2.554684592521235587e+00,1.914186826668456298e+00,5.160113620548142805e+26,1.507504078727935083e+27
3.903838234200331492e+00,3.016252511653691570e+00,5.041516741996512484e+74,1.037675563115708111e+75
1.616736365514199747e+00,3.681857907206966374e+00,6.352433068605684030e+51,6.224251600830372749e+51
